,standard__Age,standard__Annual Income (k$),standard__Spending Score (1-100),one_hot__Gender_Female,one_hot__Gender_Male
121,-0.061001686223895235,0.24581112386621387,-0.3959799192576171,1.0,0.0
122,0.08253169312644625,0.3221499822097586,0.30280817354994227,1.0,0.0
123,0.010765003451275509,0.3221499822097586,1.5839196770304678,0.0,1.0
124,-1.1375020313514563,0.36031941138153095,-0.823017087084459,1.0,0.0
125,-0.5633685139500905,0.36031941138153095,1.0404178270690327,1.0,0.0
126,0.2978317621519585,0.3984888405533033,-0.5900877228152724,0.0,1.0
127,0.08253169312644625,0.3984888405533033,1.7392059198765921,0.0,1.0
128,1.4460987969546903,0.3984888405533033,-1.5218051798920182,0.0,1.0
129,-0.061001686223895235,0.3984888405533033,0.9627747056459706,0.0,1.0
130,0.5848985208526415,0.3984888405533033,-1.5994483013150804,0.0,1.0
131,0.010765003451275509,0.3984888405533033,0.9627747056459706,0.0,1.0
132,-0.9939686520011148,0.43665826972507565,-0.6289092835268035,1.0,0.0
133,-0.5633685139500905,0.43665826972507565,0.8074884627998463,1.0,0.0
134,-1.3528021003769686,0.474827698896848,-1.7547345441612048,0.0,1.0
135,-0.706901893300432,0.474827698896848,1.4674549948958746,1.0,0.0
136,0.36959845182712925,0.474827698896848,-1.6770914227381426,1.0,0.0
137,-0.49160182427491966,0.474827698896848,0.8851315842229084,0.0,1.0
138,-1.4245687900521393,0.5129971280686204,-1.5606267406035494,0.0,1.0
139,-0.2763017552494075,0.5129971280686204,0.8463100235113773,1.0,0.0
140,1.3025654176043489,0.5511665572403928,-1.7547345441612048,1.0,0.0
141,-0.49160182427491966,0.5511665572403928,1.66156279845353,0.0,1.0
142,-0.7786685829756027,0.5893359864121651,-0.3959799192576171,1.0,0.0
143,-0.49160182427491966,0.5893359864121651,1.4286334341843434,1.0,0.0
144,-0.9939686520011148,0.6275054155839375,-1.4829836191804873,0.0,1.0
145,-0.7786685829756027,0.6275054155839375,1.8168490412996543,0.0,1.0
146,0.6566652105278122,0.6275054155839375,-0.5512661621037414,0.0,1.0
147,-0.49160182427491966,0.6275054155839375,0.9239531449344395,1.0,0.0
148,-0.3480684449245782,0.6656748447557098,-1.0947680120651764,1.0,0.0
149,-0.3480684449245782,0.6656748447557098,1.5450981163189368,0.0,1.0
150,0.2978317621519585,0.6656748447557098,-1.288875815622832,0.0,1.0
151,0.010765003451275509,0.6656748447557098,1.4674549948958746,0.0,1.0
152,0.36959845182712925,0.6656748447557098,-1.1724111334882386,1.0,0.0
153,-0.061001686223895235,0.6656748447557098,1.0015962663575015,1.0,0.0
154,0.5848985208526415,0.6656748447557098,-1.327697376334363,1.0,0.0
155,-0.8504352726507735,0.6656748447557098,1.5062765556074056,1.0,0.0
156,-0.13276837589906598,0.6656748447557098,-1.9100207870073291,0.0,1.0
157,-0.6351352036252612,0.6656748447557098,1.0792393877805637,1.0,0.0
158,-0.3480684449245782,0.6656748447557098,-1.9100207870073291,0.0,1.0
159,-0.6351352036252612,0.6656748447557098,0.8851315842229084,1.0,0.0
160,1.230798727929178,0.7038442739274822,-0.5900877228152724,1.0,0.0
161,-0.706901893300432,0.7038442739274822,1.2733471913382193,1.0,0.0
162,-1.4245687900521393,0.7801831322710269,-1.7547345441612048,0.0,1.0
163,-0.5633685139500905,0.7801831322710269,1.66156279845353,1.0,0.0
164,0.8001985898781537,0.9328608489581163,-0.9394817692190521,0.0,1.0
165,-0.20453506557423673,0.9328608489581163,0.9627747056459706,1.0,0.0
166,0.22606507247678773,0.9710302781298886,-1.1724111334882386,0.0,1.0
167,-0.41983513459974897,0.9710302781298886,1.7392059198765921,1.0,0.0
168,-0.20453506557423673,1.009199707301661,-0.900660208507521,1.0,0.0
169,-0.49160182427491966,1.009199707301661,0.49691597710759766,0.0,1.0
170,0.08253169312644625,1.009199707301661,-1.444162058468956,0.0,1.0
171,-0.7786685829756027,1.009199707301661,0.9627747056459706,0.0,1.0
172,-0.20453506557423673,1.009199707301661,-1.5606267406035494,0.0,1.0
173,-0.20453506557423673,1.009199707301661,1.622741237741999,0.0,1.0
174,0.9437319692284951,1.0473691364734332,-1.444162058468956,1.0,0.0
175,-0.6351352036252612,1.0473691364734332,1.3898118734728124,1.0,0.0
176,1.3743321072795196,1.0473691364734332,-1.3665189370458939,0.0,1.0
177,-0.8504352726507735,1.0473691364734332,0.7298453413767841,0.0,1.0
178,1.4460987969546903,1.238216282332295,-1.405340497757425,0.0,1.0
179,-0.2763017552494075,1.238216282332295,1.5450981163189368,0.0,1.0
180,-0.13276837589906598,1.3908939990193845,-0.7065524049498657,1.0,0.0
181,-0.49160182427491966,1.3908939990193845,1.3898118734728124,1.0,0.0
182,0.5131318311774707,1.429063428191157,-1.3665189370458939,0.0,1.0
183,-0.706901893300432,1.429063428191157,1.4674549948958746,1.0,0.0
184,0.154298382801617,1.4672328573629292,-0.43480147996914814,1.0,0.0
185,-0.6351352036252612,1.4672328573629292,1.8168490412996543,0.0,1.0
186,1.0872653485788366,1.543571715706474,-1.0171248906421142,1.0,0.0
187,-0.7786685829756027,1.543571715706474,0.691023780665253,0.0,1.0
188,0.154298382801617,1.6199105740500186,-1.288875815622832,1.0,0.0
189,-0.20453506557423673,1.6199105740500186,1.3509903127612812,1.0,0.0
190,-0.3480684449245782,1.6199105740500186,-1.0559464513536454,1.0,0.0
191,-0.49160182427491966,1.6199105740500186,0.7298453413767841,1.0,0.0
192,-0.41983513459974897,2.0016048657677423,-1.6382698620266116,0.0,1.0
193,-0.061001686223895235,2.0016048657677423,1.5839196770304678,1.0,0.0
194,0.5848985208526415,2.2687908699701484,-1.327697376334363,1.0,0.0
195,-0.2763017552494075,2.2687908699701484,1.118060948492095,1.0,0.0
196,0.44136514150229994,2.4978074450007828,-0.86183864779599,1.0,0.0
197,-0.49160182427491966,2.4978074450007828,0.9239531449344395,0.0,1.0
198,-0.49160182427491966,2.9176711658902788,-1.2500542549113007,0.0,1.0
199,-0.6351352036252612,2.9176711658902788,1.2733471913382193,0.0,1.0
